%
% Commandline
%
% weka.datagenerators.clusterers.SubspaceCluster -r D02_k03_N60000 -S 1 -a 2 -c -P 0.0 -C "-G 1,2 -D 2.0,4.0,0.0,1.0 -N 20000..20000 -I" -C "-G 1,2 -D 10.0,1.0,0.0,4.0 -N 20000..20000 -I" -C "-G 1,2 -D 18.0,4.0,0.0,1.0 -N 20000..20000 -I"
%
%
% Prologue
%
%
% Cluster: c0   Gaussian
% ----------------------------------------------
% Attribute: 0 Mean: 2.0 StdDev: 4.0
% Attribute: 1 Mean: 0.0 StdDev: 1.0
%
% Number of Instances:            20000..20000
% Generated Number of Instances:  20000
%
% Cluster: c1   Gaussian
% ----------------------------------------------
% Attribute: 0 Mean: 10.0 StdDev: 1.0
% Attribute: 1 Mean: 0.0 StdDev: 4.0
%
% Number of Instances:            20000..20000
% Generated Number of Instances:  20000
%
% Cluster: c2   Gaussian
% ----------------------------------------------
% Attribute: 0 Mean: 18.0 StdDev: 4.0
% Attribute: 1 Mean: 0.0 StdDev: 1.0
%
% Number of Instances:            20000..20000
% Generated Number of Instances:  20000
%
% ----------------------------------------------
% Total Number of Instances: 60000
%                            in 3 Cluster(s)
%
%
@relation D02_k03_N60000

@attribute X0 numeric
@attribute X1 numeric
@attribute class {c0,c1,c2}

@data
7.456441,0.129824,c0
9.122997,0.233036,c0
5.481035,1.430142,c0
1.218585,0.590038,c0
-3.897578,-0.658928,c0
1.963245,0.498351,c0
4.919801,1.108797,c0
-1.52091,-0.175321,c0
3.698096,0.310808,c0
2.023331,-2.055714,c0
0.567217,-0.941762,c0
-4.302008,0.882452,c0
-4.386643,-0.170997,c0
-1.299773,0.076709,c0
3.43971,0.412804,c0
-1.49213,0.140077,c0
-6.408114,-0.265647,c0
6.561743,0.062351,c0
-0.930485,0.91815,c0
-3.140387,0.38933,c0
-2.444179,0.36853,c0
1.892595,0.852135,c0
1.337732,1.564873,c0
7.308399,0.066282,c0
-2.587044,-0.183005,c0
5.286058,0.240179,c0
1.889254,1.189736,c0
-3.613539,-0.113056,c0
4.262548,-1.684191,c0
0.588285,-1.390471,c0
6.502844,0.827277,c0
1.303171,-0.20057,c0
4.28414,-0.818392,c0
-0.074238,1.005027,c0
-1.207167,-0.627228,c0
-0.142124,-0.191762,c0
4.575476,-0.735745,c0
-3.938901,-2.177464,c0
2.731692,1.895635,c0
1.230992,0.05611,c0
-2.703311,-1.998651,c0
3.098761,1.283053,c0
4.298284,0.522943,c0
3.860955,1.306023,c0
1.780934,-0.68939,c0
5.129955,0.722993,c0
3.804905,-1.012238,c0
-0.093117,0.220543,c0
-1.839288,0.740981,c0
-2.346486,0.152682,c0
1.547608,1.55599,c0
1.358051,0.383553,c0
5.274203,0.410277,c0
0.435987,0.076625,c0
5.687564,0.170444,c0
2.090263,-1.417436,c0
-4.866565,-0.736799,c0
3.818516,-0.259423,c0
-6.452633,-0.184985,c0
7.327386,-0.603812,c0
0.059265,-1.052523,c0
-2.281847,0.807733,c0
-2.069427,-1.330449,c0
3.506738,0.680751,c0
4.16374,-0.175009,c0
1.266743,-0.15409,c0
5.6935,1.509378,c0
-3.119261,-0.413319,c0
-1.559456,0.608764,c0
-2.996347,0.014013,c0
0.819092,-0.096684,c0
0.878145,-0.09436,c0
1.318898,-0.440141,c0
5.306898,-1.348301,c0
0.40417,-0.826661,c0
0.533581,0.597627,c0
3.92158,1.145024,c0
-2.349034,-0.841118,c0
5.670557,-0.118392,c0
7.861984,0.025993,c0
-2.327895,0.013619,c0
3.428051,-0.79182,c0
4.320087,0.003315,c0
-1.933787,-0.056243,c0
2.840322,-0.044465,c0
-3.734658,0.300089,c0
4.79873,1.442982,c0
1.265342,-0.794508,c0
3.803282,0.928613,c0
5.086446,0.415088,c0
5.663213,0.336327,c0
-3.372302,-0.154822,c0
0.214128,-0.213767,c0
3.066583,-0.936214,c0
4.545788,-1.088452,c0
7.027647,-0.725022,c0
3.284756,-1.389778,c0
-2.572226,1.64577,c0
1.401906,-0.159952,c0
0.192324,0.603766,c0
8.043415,-0.281441,c0
3.442484,0.899362,c0
-1.647603,-0.827435,c0
0.338119,-0.944946,c0
8.092437,-1.559863,c0
-0.69106,1.001723,c0
-3.204187,-0.749239,c0
6.789178,0.75179,c0
5.400349,0.694238,c0
6.741222,0.622547,c0
0.415771,1.083204,c0
1.932975,0.100992,c0
1.817628,0.327858,c0
6.540942,-0.962557,c0
2.076691,0.504021,c0
2.418471,-0.390911,c0
3.161999,-0.346774,c0
-1.706171,-0.638118,c0
0.50506,-3.412713,c0
-0.890987,1.43218,c0
3.774734,0.881046,c0
-2.821193,0.597094,c0
4.548712,0.541012,c0
2.225793,-0.107751,c0
6.821785,-1.363695,c0
6.087793,0.662162,c0
1.792254,1.006876,c0
2.527867,0.103896,c0
-8.026192,0.345582,c0
1.314556,1.155079,c0
-0.672152,0.090692,c0
5.003586,1.040007,c0
2.856436,0.485579,c0
-0.615133,-1.699654,c0
2.534534,-0.360962,c0
5.236219,-0.257923,c0
1.290778,1.306508,c0
-0.405442,-0.42359,c0
2.711183,0.613794,c0
1.34809,0.593032,c0
0.925915,-0.759113,c0
-2.985316,0.483198,c0
4.787895,0.577314,c0
1.224185,-0.389132,c0
-6.600491,2.360754,c0
0.526621,0.858031,c0
4.82042,0.96447,c0
12.070857,1.14677,c0
2.554433,-0.157167,c0
7.148158,-1.228247,c0
8.424022,-0.773736,c0
5.370236,-1.319467,c0
3.030454,2.005691,c0
5.396984,1.097221,c0
6.729532,0.881361,c0
2.819389,0.684931,c0
0.851709,0.270779,c0
-12.673183,-1.38223,c0
2.964949,-0.438506,c0
5.723665,-0.982936,c0
-4.45045,0.593471,c0
1.694559,-0.761939,c0
1.059442,0.911517,c0
1.061962,2.049776,c0
0.117237,-0.533412,c0
1.107089,0.323358,c0
7.458135,-1.146751,c0
2.539764,0.656028,c0
-4.246718,-0.515269,c0
6.154336,0.047003,c0
-7.607757,1.531443,c0
5.09123,0.423159,c0
4.144466,-0.3379,c0
-1.14438,-0.945799,c0
6.408769,0.38729,c0
3.231774,-0.190706,c0
-1.919296,-1.453957,c0
0.177591,-0.197,c0
2.956395,-0.494393,c0
2.270606,-0.983226,c0
1.10847,1.053028,c0
6.391571,1.446044,c0
-0.547726,-0.34372,c0
0.268879,0.325157,c0
10.06496,-0.684352,c0
11.0264,0.953348,c0
-0.046823,0.802154,c0
2.392741,-0.13639,c0
-3.852956,-0.522909,c0
6.529559,-0.271336,c0
0.791768,-0.962737,c0
0.202475,-1.325847,c0
-1.156972,-0.949848,c0
1.577089,-0.075955,c0
7.176051,0.504185,c0
3.719232,-0.91869,c0
1.984753,0.620029,c0
1.253159,0.396186,c0
7.170308,-1.359678,c0
7.849039,-0.573618,c0
4.07996,0.658771,c0
0.791142,1.477554,c0
9.063808,1.602067,c0
3.704874,1.204707,c0
1.486944,0.670867,c0
1.622134,-1.662131,c0
-5.434658,-0.084626,c0
1.22951,1.426302,c0
4.55324,-0.041047,c0
7.599484,0.114498,c0
-2.193966,0.156712,c0
-6.617995,1.358937,c0
0.119532,0.383444,c0
1.698995,0.635748,c0
0.794478,0.177928,c0
2.294794,-1.305092,c0
-0.027692,2.23868,c0
-3.930042,2.49417,c0
4.914218,-0.935992,c0
1.526396,-2.242753,c0
-3.719395,-0.41293,c0
4.625515,0.98041,c0
6.320817,-0.695322,c0
2.106801,-0.509346,c0
3.185918,-0.295644,c0
5.470479,0.006577,c0
6.230757,-1.397981,c0
9.083353,0.127948,c0
1.219154,0.480208,c0
2.163022,-0.525912,c0
10.025006,0.412963,c0
-0.409227,0.866472,c0
5.898981,-1.232417,c0
2.027001,-0.060988,c0
6.054599,0.445679,c0
5.935662,1.188561,c0
2.117227,-0.282048,c0
-0.337595,1.766106,c0
-1.524807,0.626099,c0
2.002047,0.424881,c0
3.125633,-0.58579,c0
10.760151,-1.904948,c0
2.968984,0.428239,c0
2.489761,0.457279,c0
-4.989402,-0.406593,c0
-2.004406,-0.616476,c0
4.362474,1.178449,c0
5.963989,-0.370279,c0
2.718869,-0.773788,c0
-0.171534,-0.755544,c0
0.392286,0.379265,c0
1.954601,0.800777,c0
-8.170027,0.432245,c0
3.318874,0.943453,c0
-1.133215,1.060626,c0
12.17117,-0.965062,c0
0.088991,-0.843648,c0
0.510434,1.099099,c0
8.387389,-0.090315,c0
-0.533321,-1.068459,c0
-1.275075,-0.418298,c0
-1.358107,-1.366466,c0
4.620357,0.277692,c0
8.0888,-1.305564,c0
1.613731,-0.71108,c0
5.849652,0.564696,c0
-3.434847,-0.607655,c0
2.628282,-0.465769,c0
1.844963,0.976198,c0
-3.182205,0.475272,c0
4.846037,-0.963167,c0
7.533856,0.729292,c0
3.380822,-0.873674,c0
2.85835,1.577677,c0
-0.42652,0.216488,c0
5.340605,-1.110809,c0
1.289139,-0.237173,c0
0.452253,-1.284035,c0
-7.430296,1.108579,c0
6.068128,0.745472,c0
1.949828,0.768335,c0
4.625307,-0.202102,c0
4.155504,-0.380923,c0
-1.285179,-1.559387,c0
7.654782,-0.289693,c0
3.025983,0.291195,c0
-3.15743,-0.970983,c0
5.198151,-0.114655,c0
-0.901713,-0.184569,c0
-2.433424,0.073646,c0
0.09767,1.393006,c0
2.709343,1.183909,c0
11.432105,-0.136792,c0
9.738967,-0.377343,c0
-1.817775,-0.294939,c0
0.246531,-0.940882,c0
1.507175,-1.461958,c0
0.313063,-0.366329,c0
-2.000569,0.159501,c0
3.906027,1.00944,c0
-0.591486,-0.390073,c0
-0.612877,1.461646,c0
5.232809,-0.608603,c0
3.880568,0.246237,c0
2.653747,0.898793,c0
-2.694335,-1.356448,c0
-0.644131,-0.333837,c0
0.148724,-1.324578,c0
-1.169012,1.847524,c0
-2.306449,-1.510051,c0
4.555982,-0.907915,c0
3.358694,-0.422769,c0
4.287129,0.605882,c0
0.107051,1.174402,c0
1.250378,0.516864,c0
-2.09937,0.866289,c0
6.718517,1.045123,c0
-3.17714,-0.744905,c0
3.540448,-1.704632,c0
10.962924,1.009489,c0
2.688549,-0.649405,c0
-0.942764,0.13883,c0
0.907893,-0.336207,c0
3.826785,-0.880499,c0
4.402406,-1.592694,c0
6.3826,0.749672,c0
0.298318,0.354979,c0
2.648109,0.766712,c0
4.658608,-1.421728,c0
3.995381,1.078343,c0
-1.495454,1.654903,c0
2.255205,0.688353,c0
3.610216,0.511106,c0
1.461978,-0.910457,c0
4.75499,-1.385671,c0
-2.529712,0.394617,c0
4.043579,-0.339029,c0
-0.578351,0.596111,c0
-13.686686,-1.478665,c0
-1.447479,-0.228017,c0
1.080252,0.55238,c0
-5.354728,-0.229138,c0
3.633234,0.606009,c0
3.181578,1.297782,c0
5.939804,-0.744278,c0
5.67105,0.569028,c0
7.391996,-0.677683,c0
3.150727,-1.906389,c0
2.82314,-0.876369,c0
2.618897,0.269162,c0
3.051504,0.20765,c0
2.104942,0.694734,c0
7.304351,-1.079319,c0
-4.624647,-0.355519,c0
3.025572,0.46283,c0
2.102701,0.912033,c0
-1.501421,-0.350288,c0
3.162059,0.237306,c0
-1.861526,0.574756,c0
4.150314,-0.712185,c0
8.53191,0.586862,c0
5.702837,0.62269,c0
3.313866,0.152311,c0
-1.766271,2.190276,c0
7.019564,-1.148907,c0
-2.011884,-1.242626,c0
-4.185948,-0.299769,c0
3.845565,-0.637462,c0
2.446407,0.339307,c0
7.775664,0.804234,c0
1.921795,-0.551867,c0
-4.328296,0.717699,c0
2.870258,1.194438,c0
1.576425,0.087001,c0
7.079577,0.239164,c0
7.05793,0.935419,c0
-1.323141,0.492362,c0
-0.913693,0.876962,c0
-2.598689,-1.352667,c0
-2.890451,-0.272318,c0
0.498934,-0.495394,c0
-0.890981,0.003165,c0
4.774589,-1.163872,c0
4.845138,-0.863371,c0
-3.546722,1.61338,c0
5.879663,1.137033,c0
-5.569634,0.206381,c0
-2.641471,0.42782,c0
0.252916,1.274091,c0
0.795915,0.265199,c0
0.735217,0.920565,c0
0.346145,0.619534,c0
6.528207,1.825347,c0
-3.434529,-0.345667,c0
0.742722,0.803115,c0
-3.036189,-1.052259,c0
4.908542,1.233517,c0
6.239758,-0.214528,c0
1.473029,-0.252339,c0
4.056472,-0.965317,c0
1.851016,-1.977854,c0
0.25516,-0.498927,c0
-3.164026,0.184772,c0
3.59705,0.78791,c0
1.630806,1.289819,c0
2.735441,1.165628,c0
0.795261,-0.094356,c0
3.680116,0.282882,c0
-6.303415,-0.216896,c0
6.739056,1.733584,c0
13.533306,-0.740954,c0
2.3828,0.117848,c0
4.67055,-0.059658,c0
3.869232,-0.764982,c0
-0.502616,-0.044595,c0
2.463248,-0.944392,c0
4.514392,-0.285668,c0
0.696656,0.304528,c0
8.591243,0.42731,c0
0.962661,0.629988,c0
4.453487,0.065384,c0
0.616221,-0.911264,c0
-0.462782,1.131342,c0
1.342989,0.980443,c0
-0.957087,-0.756366,c0
2.917897,-0.203039,c0
3.245932,-1.445301,c0
9.042188,-0.646526,c0
0.512844,-0.90214,c0
-4.515682,-0.272718,c0
2.190997,1.134296,c0
9.759876,0.545928,c0
7.006469,-0.057634,c0
9.672809,-0.686025,c0
1.446166,-1.087259,c0
0.29775,-0.404059,c0
4.640036,0.59521,c0
0.280141,0.501996,c0
-0.063836,0.566728,c0
8.212261,0.530441,c0
-0.756012,0.534,c0
3.665221,0.577197,c0
-2.310067,0.982855,c0
7.291377,1.125191,c0
-0.824214,0.329933,c0
4.18804,-1.765745,c0
4.899793,-0.24478,c0
-1.03293,-0.111332,c0
-0.061011,-0.243439,c0
2.747062,0.399285,c0
4.184265,-0.246897,c0
0.381178,0.095271,c0
7.384538,-0.267144,c0
-6.713598,1.508139,c0
-4.723645,0.047601,c0
-1.810997,-0.11734,c0
6.969098,0.563292,c0
7.65087,0.381135,c0
0.420296,-0.222475,c0
2.810514,-0.241849,c0
3.53217,0.058974,c0
-3.151674,-0.221227,c0
2.24368,0.467967,c0
-3.385903,-0.181202,c0
1.039117,0.846307,c0
-3.708935,0.28369,c0
2.105498,0.461239,c0
8.961282,0.4435,c0
1.021515,0.857554,c0
-0.153025,0.31237,c0
3.625736,-1.348422,c0
-7.096352,-0.1072,c0
2.449853,1.409874,c0
0.22942,0.478749,c0
3.17997,-0.000663,c0
4.703713,-0.463046,c0
-6.121389,0.479003,c0
-5.921165,-0.635274,c0
-3.124283,-0.850428,c0
1.610746,-0.454714,c0
1.702043,-0.354634,c0
2.888543,-1.942947,c0
3.878222,1.653156,c0
-0.705663,0.121969,c0
-6.487859,1.362622,c0
0.32554,-1.996241,c0
-1.386631,0.783766,c0
2.689518,-0.050723,c0
6.479986,-0.228009,c0
5.875315,-1.139354,c0
5.669823,0.40644,c0
5.036089,0.065417,c0
-0.77656,0.082531,c0
4.610948,-0.149694,c0
2.653566,1.420986,c0
4.686031,0.376436,c0
-1.585516,-1.366227,c0
-4.315188,0.671427,c0
2.272863,0.773631,c0
4.717105,0.992886,c0
-4.533492,1.637551,c0
-7.238086,-0.636902,c0
1.179816,0.211543,c0
-2.906267,-0.56781,c0
-5.677598,0.573829,c0
0.985488,0.433759,c0
-6.970005,-2.029678,c0
4.451229,1.306798,c0
-2.057119,0.577585,c0
2.198725,0.019475,c0
-1.270078,0.406338,c0
4.114522,-0.348755,c0
-1.596776,-0.974261,c0
5.808173,0.211432,c0
6.405925,0.26934,c0
6.83398,0.92477,c0
5.367191,0.71287,c0
0.846097,-0.611293,c0
-4.128309,-0.289886,c0
3.574001,-0.138053,c0
2.877519,1.74908,c0
3.532313,0.885159,c0
-7.793053,-1.080088,c0
5.971595,-1.106441,c0
4.150642,-0.396964,c0
5.518023,0.551564,c0
3.283637,0.021111,c0
3.269528,0.239909,c0
3.502592,0.02722,c0
12.016534,-0.002564,c0
5.607681,0.880692,c0
3.150146,0.932047,c0
0.955905,0.395427,c0
2.630769,0.690767,c0
-3.500494,0.066839,c0
4.679818,1.884836,c0
-7.328969,1.80266,c0
-2.607973,0.272631,c0
6.792984,-0.569906,c0
6.965355,-0.235335,c0
-1.24474,-0.530423,c0
3.404844,-1.635679,c0
-2.883408,0.841668,c0
0.654131,0.399999,c0
-3.162563,1.590807,c0
-4.848931,-0.057616,c0
-4.43019,-1.473166,c0
-0.325642,-0.584361,c0
-2.414492,0.566767,c0
2.020178,0.885734,c0
-1.80798,1.111785,c0
0.655599,0.31667,c0
2.429431,-0.201002,c0
2.861285,0.268645,c0
-1.535035,-1.107167,c0
4.434305,-2.267681,c0
3.003247,1.102928,c0
10.140291,-0.133377,c0
-2.206365,-2.058799,c0
0.178701,-0.567405,c0
3.534203,0.294781,c0
-1.56633,-0.020862,c0
2.773121,-2.030457,c0
-0.253597,0.369387,c0
6.275592,-1.768373,c0
1.481065,0.447505,c0
7.086947,-1.072355,c0
-3.710758,0.459032,c0
-2.889415,0.639177,c0
-3.511829,-1.91628,c0
-4.868059,-0.681626,c0
6.741857,-0.338318,c0
6.725201,-0.740416,c0
-3.389487,-0.517877,c0
1.906654,0.803348,c0
6.239133,-0.280814,c0
1.47061,-1.025777,c0
4.799827,-0.988456,c0
-3.770652,-1.088358,c0
2.425564,-0.366758,c0
-2.530927,-1.097561,c0
-4.038046,0.222218,c0
-7.681328,-1.958965,c0
2.319073,-0.099863,c0
3.726835,-1.437712,c0
3.061263,0.382362,c0
2.218528,0.941854,c0
1.696451,0.26302,c0
3.447979,1.336502,c0
0.614721,0.927328,c0
0.905056,1.08797,c0
-0.945552,0.163257,c0
5.291636,0.236068,c0
-1.467339,-2.247411,c0
6.260323,-0.203419,c0
-3.384616,-0.090104,c0
0.378244,-0.929001,c0
-2.608001,1.196938,c0
4.018765,0.841799,c0
-0.29458,-0.931728,c0
7.123546,-0.115879,c0
7.060672,-0.071726,c0
2.828267,-1.352805,c0
-5.2908,-1.245894,c0
-0.445151,1.512937,c0
-3.51483,0.560097,c0
7.73797,1.306331,c0
-2.824116,0.599872,c0
3.378505,0.637032,c0
1.823848,0.325345,c0
0.367552,-2.0378,c0
0.367944,-2.087488,c0
4.070883,-1.151074,c0
-4.844452,-0.92149,c0
2.636597,0.945704,c0
5.790246,0.326243,c0
-2.947228,0.589085,c0
-0.833314,0.427724,c0
-4.041782,-0.770518,c0
2.496765,-0.811705,c0
-4.439164,1.27529,c0
3.863255,-0.997127,c0
3.718205,0.564808,c0
-3.470386,-0.517665,c0
1.171907,0.428542,c0
0.25286,0.617073,c0
2.324975,1.23008,c0
4.302011,0.364071,c0
3.635385,0.387255,c0
-4.93197,-0.629981,c0
1.78197,-0.093826,c0
1.932095,-0.41811,c0
2.20676,0.261485,c0
-2.576352,0.488562,c0
6.8524,0.10405,c0
4.654571,1.141996,c0
-3.296986,-0.482228,c0
-2.195162,0.696638,c0
-1.068417,0.333487,c0
-2.372835,0.762969,c0
5.346949,-0.479987,c0
10.019772,0.767181,c0
9.467435,-0.902738,c0
4.958532,1.096658,c0
5.63869,-1.189877,c0
0.842104,1.247681,c0
5.614609,0.406363,c0
-2.164296,1.649766,c0
5.783871,0.496802,c0
-4.84029,2.031263,c0
3.057874,0.709451,c0
-1.765274,0.906082,c0
0.193693,0.9839,c0
-3.935356,0.049356,c0
4.203416,0.953016,c0
5.819624,0.800236,c0
-0.091418,-0.074124,c0
-3.527327,0.849089,c0
9.746566,0.663294,c0
-1.18492,-0.268465,c0
-2.995214,0.684337,c0
-1.500935,-0.330555,c0
-0.690529,0.923524,c0
-0.606173,-0.256609,c0
3.946218,0.376024,c0
8.026426,-0.146125,c0
0.835416,0.055473,c0
2.614338,-0.633711,c0
-5.856785,-1.00438,c0
3.089845,2.356998,c0
2.701758,-1.285995,c0
-3.849715,0.19455,c0
-5.814141,-0.745899,c0
0.267732,1.109719,c0
-2.99112,0.499811,c0
1.235018,0.890752,c0
6.725532,-1.632032,c0
7.35465,0.28438,c0
-5.387454,1.807248,c0
1.723751,-0.14708,c0
8.247935,-0.11228,c0
6.186696,-0.405281,c0
1.399761,-0.628058,c0
-8.036391,-1.876151,c0
-3.044778,1.374366,c0
-4.349516,1.752108,c0
2.499066,-2.181573,c0
4.636846,1.045743,c0
2.353642,-0.212001,c0
2.114196,0.117316,c0
1.859863,-0.268145,c0
1.072365,-0.966548,c0
-0.827184,-1.281529,c0
2.599827,0.301939,c0
2.237056,-1.309037,c0
0.167295,1.178475,c0
15.772823,0.667095,c0
4.108845,0.556655,c0
1.855702,1.366799,c0
7.517343,1.832267,c0
-1.347266,0.023611,c0
3.249594,1.869145,c0
0.859945,-0.333796,c0
3.303533,-0.32363,c0
5.226662,-0.937851,c0
4.498812,1.748183,c0
-3.464965,-0.168443,c0
6.068637,-2.186896,c0
6.127894,-0.318533,c0
1.262983,0.704358,c0
8.579225,-1.883893,c0
2.942136,0.795301,c0
2.652604,0.610382,c0
0.663784,-0.475717,c0
-0.590204,-0.508663,c0
5.444407,-1.267998,c0
3.445943,1.910011,c0
-8.72675,0.529228,c0
0.008097,-0.373975,c0
2.56522,1.023872,c0
4.125401,0.831046,c0
-4.24454,0.695,c0
-1.486695,0.805372,c0
-2.005173,1.627933,c0
1.871334,-1.454628,c0
-3.84968,0.586903,c0
5.796599,-0.498175,c0
5.210186,1.101215,c0
1.951026,-1.639392,c0
2.49158,-1.867803,c0
-3.811893,-0.112583,c0
5.879578,0.025815,c0
3.254265,0.680803,c0
8.947328,-0.658152,c0
4.304363,0.58332,c0
-0.839557,-0.877608,c0
2.150407,-1.015062,c0
7.315846,0.022716,c0
1.676511,-0.136257,c0
7.217376,-0.701918,c0
13.943948,0.914544,c0
-1.268913,0.943669,c0
4.306384,1.296666,c0
0.030784,-2.504926,c0
4.420638,-0.389499,c0
7.945261,-1.094699,c0
4.312258,0.219645,c0
4.530059,-0.629071,c0
1.663588,0.145464,c0
2.44205,-0.256228,c0
4.079392,0.765049,c0
2.416313,1.046561,c0
-1.516249,0.466398,c0
5.166939,-0.273083,c0
1.338993,1.52638,c0
-3.895191,-0.205546,c0
3.458458,0.219071,c0
11.519557,-1.051004,c0
5.418989,1.456248,c0
1.991983,0.958331,c0
2.635446,-0.59613,c0
0.887273,0.475519,c0
4.187808,1.247653,c0
-3.763655,-1.032961,c0
2.973973,-0.021648,c0
-1.291062,-0.386293,c0
4.081052,0.925125,c0
13.605386,-0.469323,c0
4.291936,1.115742,c0
-1.935174,0.065451,c0
5.645587,0.336895,c0
3.816808,0.590196,c0
